Entities,neg,pos,neu,Count
Call of Duty,0,1,0,6
National Council of Resistance of Iran (NCRI,0,1,0,6
ACLU,1,0,1,6
Alaska,1,3,0,6
BMW,0,1,1,6
Brandon Miller,2,2,0,6
Buenos Aires,0,2,2,6
canciller,0,2,4,6
Chihuahua,2,0,0,6
Clayton,0,1,1,6
CNN Health,0,0,2,6
"Culican, Mexico",0,0,1,6
Dalai Lama,2,2,2,6
Dan Kildee,1,0,0,6
David Shulkin,0,0,1,6
Emmy,0,5,1,6
Esau Sinnok,2,0,0,6
Europa,0,1,0,6
Fed,0,0,1,6
Goldman Environmental Prize,2,0,0,6
Grant,0,1,0,6
Jacksonville hospital,1,0,0,6
Jeremy Diamond,2,0,4,6
Joel Zivot,1,0,0,6
Joelle Emerson,0,1,0,6
jueces,1,1,4,6
Leroy Arthur Petry,2,0,0,6
Mary Tucker,2,0,0,6
Modi,0,1,0,6
Nancy Brinker,0,0,1,6
National Institutes of Health,1,2,0,6
Roosevelt,0,1,0,6
Sade Dixon,1,0,1,6
Samuel Morales Cabrera,0,1,0,6
Save the Children,2,1,0,6
Seinfeld,0,1,1,6
Senior Advisor,0,0,6,6
Sisi,1,2,0,6
Sonia Sotomayor,0,2,0,6
Trump University,0,1,0,6
Tuareg,2,0,0,6
U.S. debt,1,0,0,6
US Geological Survey,1,0,2,6
Vazrick Nazari,0,1,0,6
vicepresidente,0,2,4,6
William R. Harvey,0,0,1,6
Basel,0,1,0,6
Bermuda,0,1,0,6
BFR,0,1,0,6
Chris Cillizza,1,1,2,6
Christiane Amanpour,0,2,0,6
Christopher Columbus,0,1,0,6
Comcast,0,0,2,6
Fareed Zakaria,0,0,1,6
General John Nicholson,2,0,0,6
Ian Siegel,1,0,0,6
IKEA Group,0,1,0,6
iPhones,2,0,1,6
John Shimkus,0,0,1,6
Joseph Dunford,0,1,0,6
Kim Yong Chol,0,3,0,6
Kitchen Confidential,2,3,0,6
Memento Park - Statue Park Museum,1,0,0,6
Michael Pompeo,0,1,0,6
Mom,2,0,0,6
People for the Ethical Treatment of Animals,0,1,0,6
Poplar Bluff Regional Medical Center,1,0,0,6
reina,2,0,4,6
San Salvador,1,0,1,6
Siri,0,1,0,6
Southern Poverty Law Center,0,0,1,6
Steven Wolf,2,0,0,6
US Immigration and Customs Enforcement,1,0,0,6
US sanctions,5,0,1,6
viernes 8 de junio,0,1,0,6
volcán de Fuego,2,0,1,6
Xia Boyu,1,0,0,6
Muammar Qaddafi,2,0,0,6
GCC,1,1,4,6
KBC,0,0,1,6
UN refugee agency,0,0,2,6
Israeli Army,1,0,0,6
Mohammad-Javad Larijani,1,0,0,6
Kingdom,1,0,2,6
Mohammed Abu Adel,1,0,0,6
President Mattarella,0,0,1,6
Jamil Hassan,0,1,0,6
Lahore,0,0,2,6
Nurettin Canikli,0,0,2,6
Amal Clooney,0,0,1,6
Fahad Suleiman Shoqiran,0,0,1,6
Mashari Althaydi,0,2,0,6
Indonesian archipelago,2,0,0,6
Jakarta,0,2,0,6
Sahur,0,2,0,6
Arab states,0,0,1,6
Federica Mogherini,0,0,2,6
Financial Action Task Force,0,0,1,6
Kafraya,0,0,1,6
Omar Suroor,2,0,0,6
Derna Protection Force,2,0,0,6
Bahrain International Investment Park,0,0,1,6
Austin,4,0,1,5
Badme,1,0,0,5
Bashir Ibrahim,1,0,0,5
Belgian,2,0,1,5
Caracas,1,2,0,5
Congreso,0,2,2,5
Dasht-e-Archi,1,0,0,5
Debbie Whyte,1,0,0,5
Dermot Shea,2,0,1,5
directora,2,2,1,5
dos años,1,1,3,5
European Council,1,0,3,5
Guatemalan,2,0,1,5
Hamid Karzai,3,0,0,5
House of Commons,3,1,0,5
House of Lords,1,0,1,5
Ikea Group,0,1,0,5
Insp McGowan,1,0,0,5
Jack Sheldon,0,1,0,5
Jeremy Corbyn,2,1,1,5
Leo Varadkar,1,1,0,5
Liverpool,0,0,2,5
Lord Kerr,2,0,0,5
Maddy Savage,1,0,0,5
Madrid,2,2,0,5
Malaysia Airlines,2,0,0,5
Margaret Macdonald,0,1,0,5
Melanie Leech,1,0,0,5
Metropolitan Police,2,0,2,5
New York Police Department,2,1,0,5
NHS,1,2,0,5
الأردنية,0,2,0,5
العراقية,3,0,0,5
صدر,0,0,1,5
Poland,1,2,2,5
Police Service of Northern Ireland,0,0,1,5
Prince Philip,0,0,3,5
Prof,2,1,2,5
Rick Findler,1,0,0,5
Singer Boy George,0,1,0,5
Stephen Walsh,1,0,1,5
Taiwan,0,1,2,5
three days,1,3,1,5
Tony Blair,0,1,0,5
لملك,0,2,3,5
کاخ سفید,0,0,2,5
مشهد,0,0,1,5
نماینده,3,0,2,5
نيت إقرت,0,0,1,5
پدرو سانچز,0,0,1,5
كوريا الشمالية,2,0,0,5
UK government,2,1,2,5
US government,3,0,0,5
Wire Image,1,0,0,5
Tom Cotton,1,0,4,5
Los Angeles Times,0,1,3,5
"Namugongo, Uganda",0,0,1,5
Border Patrol,1,0,1,5
Deputy Attorney General,4,1,0,5
U.S. Department of Homeland Security,0,0,1,5
Latin American,4,0,1,5
Iran’s nuclear program,1,2,0,5
Kim,0,2,2,5
Darrell Issa,1,0,0,5
30 years,1,3,1,5
Carroll ISD,0,0,1,5
Southlake school,1,0,0,5
San Antonio,0,1,2,5
PCP,0,0,5,5
Jun-06,0,1,2,5
Jun-25,0,2,1,5
a century,1,1,3,5
three hours,3,1,1,5
Federal Election Commission,2,0,1,5
Col.,2,1,2,5
$1 billion,1,2,2,5
Arabs,1,1,3,5
Martin Sellner,0,1,0,5
Antifa,3,0,0,5
Southern California,1,0,1,5
CBS News,2,0,2,5
CBS,3,1,1,5
Dan Sullivan,0,1,1,5
Bill Nelson,0,0,4,5
50 years,2,1,1,5
Palestine,2,2,1,5
Iran’s supreme leader,0,0,1,5
Today Show,1,1,0,5
FireEye,1,0,0,5
Capella Hotel,0,3,1,5
Korean peninsula,1,2,2,5
songbun,0,0,2,5
Communist Party,2,0,2,5
National Response Coordination Center,0,1,0,5
Colorado,1,0,2,5
Larry Kudlow,1,1,1,5
Evelyn Lieberman,0,0,1,5
First Lady,0,3,2,5
the Wall Street Journal,2,0,0,5
Joshua Klein,0,0,5,5
Sentosa,2,2,0,5
House of Representatives,0,2,3,5
last July,3,1,1,5
Kim Jong-un Summit,0,1,0,5
Hogan Gidley,0,1,1,5
Rio de Janeiro,0,0,3,5
GOP Amnesty Plan,1,0,0,5
Harris County,1,0,1,5
Salvadoran,1,0,1,5
Council on American Islamic Relations,0,0,1,5
policy director,1,1,3,5
Stonehenge,1,2,0,5
professors,1,3,1,5
Harvard University,0,1,4,5
SUV,1,1,0,5
Northeast,0,0,5,5
Republican House,1,0,0,5
Secretary-General,2,1,2,5
Steve Scalise,1,0,1,5
Office,1,0,3,5
29-year,1,1,2,5
TX,0,0,5,5
BERLIN,2,0,1,5
Sneak Around Iran,0,1,0,5
Steph Curry,2,1,0,5
Helena Bonham Carter,0,1,1,5
Anne Hathaway,0,1,1,5
Sarah Paulson,0,0,2,5
Rodong Sinmun,0,0,2,5
two-hour,2,1,2,5
9 a.m.,0,3,2,5
Hollywood Madam,0,0,1,5
B-52,1,0,0,5
Department of Transportation,0,1,0,5
James Chao,0,1,1,5
Kathimerini,0,1,0,5
Actor,1,2,2,5
18-year,2,0,2,5
Jan-17,2,2,0,5
May-19,1,1,0,5
Caitlin Byrd,0,1,0,5
May-08,2,2,1,5
Sterling K. Brown,0,1,2,5
SiriusXM Patriot,1,3,1,5
Authorization for Use of Military Force,0,0,1,5
Lindsey Graham,0,1,1,5
Washington Examiner,1,1,3,5
Chief of Staff,0,0,5,5
Black Lives Matter,2,2,1,5
VT,2,2,0,5
Iranian nation,0,1,0,5
Al-Quds,1,0,0,5
PARIS,1,0,1,5
police chief,3,1,1,5
Falfurrias Border Patrol Checkpoint,0,0,1,5
Shakespeare,0,1,0,5
SIGAR,2,0,0,5
Afghan National Defense and Security Forces,1,0,1,5
The Times of Israel,1,0,4,5
Joe Pokaski,0,1,0,5
Gerard Collomb,0,1,0,5
40 years,1,3,1,5
Malcolm X Bio,1,0,0,5
South Koreans,1,0,4,5
6:00 a.m.,0,4,1,5
Mahmoud Abbas,0,1,2,5
RTÜK,0,1,0,5
Boston,2,1,2,5
Bremen,1,0,0,5
Desiderio Wharf,0,1,0,5
Britons,2,1,0,5
Hannah Markham,0,0,1,5
David Fink,0,1,0,5
Georgetown,0,2,1,5
Neil Lawrence,1,0,0,5
Daniel Kurtzer,0,1,0,5
five days,2,2,1,5
MIT,0,1,1,5
James E. Risch,1,0,0,5
Saudis,3,0,1,5
Pulse nightclub,2,0,1,5
Center for Security Policy,1,1,1,5
White House press briefing,2,2,0,5
Bolivarian Republic of Venezuela,0,0,1,5
Liberal Party,1,0,1,5
Steve Harvey,0,1,0,5
Martin Luther King,0,2,0,5
Larry Schweikart,0,1,0,5
Antonio Tajani,0,1,0,5
Rodney Harrison,0,0,1,5
Rachel Megawhat,1,0,1,5
Oscar López Rivera GETTY,0,0,1,5
Weather Underground,0,1,2,5
ACORN,0,3,0,5
Ben Rhodes,1,2,0,5
Inauguration Day,1,2,0,5
Morgan Stanley,0,1,1,5
Snoop,0,0,1,5
GM,1,1,1,5
U.S. Democrats,1,0,0,5
Raul Castro,0,3,0,5
Greg Abbott,1,0,1,5
Toby Keith,0,1,3,5
Federal Trade Commission,0,1,0,5
speaker,0,2,3,5
Steve Gruber,1,0,0,5
Ivan Rodriguez,0,0,1,5
Hall of Fame,1,0,1,5
Ruby,1,0,2,5
Cory Booker,1,0,1,5
Slate,0,0,5,5
Jan-14,3,1,0,5
Daily News,0,1,2,5
Hans-Peter Doskozil,0,1,0,5
Slovakia,0,1,1,5
Government Accountability Office,2,0,1,5
Congressional Budget Office,3,0,0,5
Islamic State Jihadi,0,0,1,5
Middle Eastern,2,2,1,5
Jul-15,4,0,1,5
Orlando nightclub,1,0,1,5
Issac Lynn Williams,1,0,0,5
Ken Paxton,1,0,0,5
Charmaine Yoest,0,0,1,5
HSBC,1,0,2,5
Wilson,0,0,1,5
Ricardo Lara,0,0,1,5
Blackwater,0,0,1,5
National Oceanic and Atmospheric Administration,2,0,0,5
Jan-10,0,1,2,5
Melia Robinson,0,0,1,5
Day One Breitbart,0,0,1,5
National Mall,1,2,0,5
Abraham Lincoln,0,3,0,5
first day,1,2,2,5
Volcker,1,0,0,5
Lestina Marie Smith,1,0,0,5
LA Times,1,0,1,5
Bjoern Hoecke,1,0,0,5
George Stephanopoulos,1,0,2,5
McCain,1,0,2,5
Central Intelligence Agency,1,2,0,5
Kevin Brady,1,0,0,5
Irina Steirer,1,0,0,5
Dutch University Is Islamic State Sympathiser AMR,1,0,0,5
A year,1,2,1,5
Met Office,2,0,2,5
Phillip Hammond,0,0,1,5
Tyler Clementi,1,0,0,5
Kayla Simon-McKelvey,1,0,0,5
Meg Lanker-Simons,1,0,0,5
Jack Dorsey,2,0,2,5
Tiffany Bradbury,0,0,1,5
Larry King,1,0,0,5
Qayyara,1,0,0,5
AAPL,2,3,0,5
Alemania,0,1,2,5
Americas,4,0,1,5
Andrew Knife Chief,1,0,0,5
Aneesh Raman,0,1,0,5
Angela Sauaia,0,0,1,5
ANSA,2,0,1,5
Asia-Pacific,0,2,2,5
associate professor,1,1,3,5
BA,4,0,1,5
Beatles,0,1,0,5
Bill Ford,1,0,0,5
Bryan Morse,1,0,0,5
Carla,1,0,0,5
Comedians in Cars Getting Coffee,0,1,2,5
commander in chief,0,3,2,5
Commerce Department,2,0,1,5
Cornell Belcher,1,0,0,5
Dana Bash,0,1,4,5
Deutsche Bank ( DB,0,0,1,5
DJI Opco,5,0,0,5
ECOWAS,0,1,0,5
Esteban Santiago,0,0,1,5
Europeans,2,1,2,5
Fiat Chrysler,1,0,0,5
G-20,0,0,3,5
Hassan Abbasi,2,0,1,5
Home Affordable Modification Program,1,0,0,5
Houston Flash,1,0,0,5
Indian Ocean,3,0,0,5
JEANNE MOOS,0,0,1,5
Jerry Seinfeld,0,2,2,5
Jimmy Carter,1,2,0,5
Jimmy Fallon,0,2,1,5
John Virgin,0,0,1,5
Juan Carlos Gutiérrez,1,0,1,5
Juan Manuel Santos,0,0,2,5
Larry Noble,0,1,0,5
Madagascar,1,0,0,5
Maggie Hassan,0,0,1,5
Malian,4,0,0,5
Marjan Ghassemi,1,0,0,5
Matt Egan,3,0,2,5
Mike Williams,1,0,0,5
MPLA,1,0,0,5
Naciones Unidas,0,1,1,5
National Security Council,2,0,1,5
Nigel Farage,0,1,0,5
الاتحاد الإفريقي,0,0,1,5
تيران,0,0,1,5
Office of Management and Budget,2,0,1,5
Orlando police,1,0,1,5
Orlando Police Chief,1,0,0,5
Panamanian,1,0,0,5
Paolo Gentiloni,2,0,1,5
Patrick H. O'Connor,0,1,0,5
Queen Elizabeth,0,1,2,5
Richard Quest,2,0,0,5
señor,0,0,5,5
Sever,1,0,0,5
Shanara Mobley,1,0,1,5
Smithsonian,0,1,3,5
Sotheby's,1,0,0,5
Steve H. Hanke,0,0,1,5
Tal Kopan,1,0,4,5
Talladega College,0,1,0,5
Time Warner Company,5,0,0,5
Tom Barrack,0,2,0,5
Toyota Motor,1,0,0,5
Trudeau,1,0,0,5
"Tue January 17, 2017",0,0,5,5
Ucrania,0,0,2,5
Uruguay,0,0,4,5
Vice President Bush,1,0,0,5
Willie McCovey,0,1,0,5
Ya'akub Musa Abu Al-Qi'an,1,0,0,5
Adam Gruler,1,0,0,5
Alice Hamilton,1,0,0,5
Boeing Dreamliner,0,1,0,5
Brasserie Les Halles,2,3,0,5
Coast Guard,0,1,1,5
Cohen,0,1,0,5
Contemporary China,0,1,0,5
Corey Wallace,0,0,1,5
Cortesía Air Salvage,0,0,1,5
Denver,1,0,0,5
Eagles,2,0,0,5
Elmer Huerta,0,0,1,5
Francesco Rocca,3,0,0,5
Gale Crater,0,1,0,5
"Galveston, Texas",2,0,1,5
Google Assistant,1,0,0,5
Gordon Ramsay,1,2,0,5
Howard,0,0,1,5
iPhone 8 Plus,1,0,0,5
Isaac Yacouba Zida,1,0,0,5
Justice,0,2,2,5
K. Bryant Smalley,1,0,1,5
Kilauea,1,0,0,5
Kim Yong Nam,0,1,2,5
Korea,0,3,2,5
Laura Jelliffe-Pawlowski,0,1,0,5
Lloyd Decker,1,0,0,5
Mark Parker,1,0,0,5
Mars Hand Lens Imager,0,1,0,5
MBAs,2,0,0,5
Nathaniel Meyersohn,1,3,0,5
Novi Sad,0,1,0,5
Oscar Mayer,0,1,0,5
Patrick Spence,0,0,1,5
Rachel Swaby,1,0,0,5
Raul Labrador,0,1,0,5
República Bolivariana de Venezuela,0,0,1,5
Sandro Galea,0,0,2,5
Thomas Le Berre,1,0,0,5
Thor,0,0,2,5
two hours,2,0,2,5
مجلس التنسيق السعودي,0,1,1,5
un año,1,0,2,5
US Centers for Disease Control and Prevention,3,0,0,5
Vacationland,0,0,2,5
Al Arabiya.net,1,0,4,5
Hani Al-Mulki,1,0,0,5
Kuwaiti,0,3,0,5
VARIETY,1,1,3,5
Mogadishu,1,0,1,5
Mohammed bin Zayed,0,0,3,5
Eurozone,0,1,0,5
Hassan Nasrallah,1,0,0,5
Jill Serjeant,0,1,0,5
Khalid bin Salman,0,0,1,5
Iranian nuclear deal,2,0,0,5
Qingdao,0,2,1,5
Shanghai Cooperation Organization,1,1,1,5
Halif,1,0,0,5
Kurdistan Workers Party,0,0,1,5
Saudi Arabian Monetary Authority,0,0,1,5
Nile mega-dam Ethiopia,0,1,0,5
Nile River,1,0,0,5
Addis Ababa,2,0,1,4
Afrique,0,0,2,4
Airbus,0,2,1,4
ambassadors,0,2,2,4
Ancient East,0,1,0,4
Barcelona,1,0,2,4
"BBC ""La Verdad",0,1,0,4
British government,2,1,0,4
British Property Federation,1,0,0,4
Cambridge,0,2,1,4
Carbohidratos,0,0,1,4
Chronicle,1,1,1,4
Claire Bass,0,0,1,4
cleric,2,2,0,4
Commons,0,1,1,4
Conservatives,0,4,0,4
Daniel Gover,0,1,0,4
dos semanas,0,1,1,4
Eighth Amendment,0,1,1,4
Ethiopian Airlines,0,0,2,4
Ethiopian People's Revolutionary Democratic Front,0,0,1,4
Evening Standard,2,0,2,4
Faisal Maassarani,0,1,0,4
Finland,0,1,2,4
Finsbury Park,2,0,1,4
Fire Brigades Union,1,0,1,4
four decades,1,2,1,4
Francisco Monaldi,0,0,1,4
general,2,1,1,4
Haki,0,1,0,4
High Court,3,0,0,4
Home Office,1,0,0,4
Human Rights Watch,1,3,0,4
Irán,0,1,1,4
Jacqueline Savitz,0,0,1,4
Jeremy,0,0,1,4
Jeremy Hunt,0,1,0,4
Kate Clark,1,0,0,4
Kiribati,0,0,1,4
Kris Kristofferson,0,0,3,4
Lachlan Goudie,0,0,1,4
last June,3,0,1,4
Maine,2,1,1,4
Makram Ali,1,0,0,4
Mandarin Oriental Hyde Park,1,0,0,4
Manuel Quevedo,1,0,0,4
Michael Flynn,0,0,4,4
Minister,1,1,2,4
Norman,3,0,0,4
إقرأ,0,1,0,4
رعمسيس -سي بتاح,0,0,1,4
الخليج,2,0,0,4
العراقي,0,0,2,4
الزعيم,2,1,1,4
القاهرة,2,2,0,4
الفرنسية,0,2,0,4
جاويش أوغلو,0,0,1,4
صاحب,0,0,4,4
ترافيللر,0,1,0,4
Oceana,0,0,1,4
Organización Mundial de la Salud,1,0,0,4
Oxford,1,0,2,4
Penelope Evans,0,1,0,4
Pierre Nkurunziza,0,0,1,4
Portuguese,0,0,3,4
Resolute Support,1,1,0,4
Ri Yong-ho,1,1,1,4
Rupert Murdoch,1,1,0,4
Scottish Parliament,2,0,0,4
Sean Gallup,3,0,1,4
seis meses,2,0,1,4
Sergei Lavrov,0,2,0,4
Sheffield,0,0,1,4
Sistema Solar,1,1,0,4
Three months,1,1,1,4
واشنگتن,0,0,1,4
ویویان بالاکریشنان,0,0,1,4
گوانگ‌ژو,0,0,1,4
کوبا,0,0,1,4
مريت نيت,0,0,1,4
نیروگاه بوشهر,1,0,0,4
نيقولا غريمال,0,1,0,4
پارلمان,0,0,2,4
كيم جونغ أون,1,1,0,4
UNESCO,0,1,2,4
یک سال,0,0,1,4
US Capitol,1,1,0,4
Ut Na Sio,1,0,0,4
Uzbekistan,1,1,0,4
Washington DC,2,0,1,4
Whatsapp,1,0,1,4
Italians,2,0,1,4
Chuck Grassley,1,1,0,4
Senate Judiciary Committee,1,0,3,4
Jan-15,0,3,1,4
May-18,1,1,0,4
FBI Scrutiny of Trump Campaign,0,0,1,4
Peter Strzok,2,0,0,4
House Intelligence Committee,1,0,3,4
Scott Brunner,0,0,1,4
Russian government,0,0,4,4
three-day,1,1,2,4
"La Jolla, California",0,2,2,4
North Texas,0,1,0,4
"Parkland, Florida",1,1,2,4
Democratic U.S. Senate,1,0,0,4
Alex Wong,1,3,0,4
"$5,000",0,2,1,4
Euphrates Valley,1,0,0,4
colonel,1,1,2,4
Yonatan,0,0,1,4
NFL Games,0,0,1,4
Philadelphia Eagles,2,2,0,4
Dusseldorf,1,0,1,4
Robinson,1,1,0,4
@NeilMunroDC,1,0,1,4
Amnesty,0,2,1,4
John Boehner,0,2,2,4
YouGov,0,1,2,4
Zuckerberg,0,0,1,4
Allum Bokhari,1,0,3,4
allumbokhari@protonmail.com,0,4,0,4
John Thune,0,0,3,4
SD,1,0,2,4
NSA,3,1,0,4
HHS,1,2,0,4
Alex Azar,0,2,0,4
Lamar Alexander,2,0,1,4
North Dakota,0,0,3,4
Chris Van Hollen,0,2,1,4
State Department Press,0,1,0,4
Editor,0,2,2,4
Christian Democratic Union,0,0,3,4
Trump Organization,1,2,0,4
Argentinian,0,1,0,4
Messi,0,0,1,4
Miri Regev,0,0,1,4
TEL AVIV,1,1,2,4
Culture Minister,2,0,2,4
Simon Kent,0,3,1,4
skent@breitbart.com,0,4,0,4
Sentosa Island,0,2,1,4
June 12th,2,1,1,4
Flickr,0,2,1,4
Wang Yi,1,0,2,4
10-year,2,1,1,4
Good Morning America,0,1,1,4
GMA,0,2,0,4
a Year,3,0,0,4
Fusion GPS,1,0,0,4
David Kramer,0,1,0,4
House Freedom Caucus,0,3,0,4
Jun-05,1,2,0,4
two-day,1,2,1,4
Capitol Police,2,0,1,4
TNT,1,1,0,4
Variety,0,0,3,4
Portugal,0,0,2,4
White,0,3,1,4
Minnesota,2,1,1,4
Somali,1,0,2,4
WI,1,0,3,4
15 years,1,1,1,4
Algemeiner,0,1,2,4
Rigoberto Alexander Escobar,1,0,0,4
one week,1,2,1,4
Bruno Le Maire,1,1,0,4
Mark A. Lenzi,0,0,1,4
"Havana, Cuba",1,0,2,4
Danish,0,1,2,4
HGTV,0,2,0,4
May-30,1,1,2,4
Gang of Eight,1,1,0,4
Rod Rosenstein,3,0,0,4
Christopher Wray,1,1,0,4
JetBlue,1,0,0,4
United Airlines,2,2,0,4
Penny Starr,0,3,1,4
TCL,0,1,1,4
Second Amendment columnist for Breitbart News,0,0,2,4
Hewitt,1,1,0,4
executive chairman,3,0,1,4
Global Compact,1,0,0,4
Andre Eggelletion,0,1,0,4
Meghan McCain,1,0,0,4
AZ,0,3,1,4
Chad Pergram,0,0,1,4
now New York Times,0,0,2,4
Rory Fanning,0,1,0,4
M577 Armored Personnel Carrier,0,0,1,4
11 years,1,0,3,4
Harlem Shake,0,1,0,4
OK,2,0,2,4
Juanita [Broaddrick,0,0,1,4
Polish,1,0,1,4
Iraqis,0,0,3,4
Justin Wing,0,0,1,4
six-day,0,1,3,4
Steven Soderbergh,0,1,0,4
Ocean,1,0,0,4
Daphne Kluger,1,0,0,4
GA,0,0,4,4
Elaine Douglas,1,0,0,4
District of Maryland,0,0,1,4
federal judge,1,0,3,4
Baltimore,0,0,4,4
Faith and Freedom Coalition,1,0,3,4
Transportation Secretary,0,3,1,4
Putin,1,0,2,4
Northern Macedonia,0,1,0,4
Amanda House,0,0,2,4
Maria Ladenburger,1,0,2,4
Oct-17,1,3,0,4
The Inside,0,4,0,4
Tampa Electric,1,0,0,4
Jun-08,1,2,1,4
Council,0,1,3,4
Pat Buchanan,0,0,1,4
North American Free Trade Agreement,1,0,1,4
Libertarian,0,2,2,4
Hub Mexican Army,0,1,0,4
Austrian People’s Party,0,0,1,4
FPÖ,0,1,0,4
LeBron James,2,0,0,4
Andrew McCabe,1,0,2,4
Live Action,1,0,0,4
Congratulations,0,3,0,4
Quds Day,1,0,0,4
Vahid Salemi,1,0,0,4
Ayatollah,3,0,1,4
Ali Khamenei,2,1,0,4
Group of Seven,0,2,1,4
Clean Power Plan,2,1,0,4
30-year,0,1,2,4
Vatican,0,0,2,4
Johnathan Hafetz,0,0,1,4
$200,1,3,0,4
Marvel comic,0,1,0,4
New Orleans,1,3,0,4
Interpol,0,2,0,4
interior minister,3,1,0,4
Neil Gorsuch,0,1,0,4
First Amendment,0,2,0,4
Press TV,2,0,0,4
U.S. Senator,0,1,0,4
Chosun Ilbo,0,0,2,4
Richard Nixon,2,1,1,4
crude oil,1,1,1,4
Yonhap News,0,2,1,4
Kevin de Léon,0,0,1,4
Bay Area,2,0,0,4
Fred Campbell,0,0,1,4
Phil Bredesen,1,0,0,4
Golden State Warriors,1,0,1,4
Two weeks,1,0,2,4
National Instant Criminal Background Check System,1,0,0,4
Feb-16,1,0,3,4
Fidel Castro,0,0,1,4
William Behn,0,0,1,4
generals,0,2,2,4
"June 4, 2018",0,1,1,4
Gender Equality Advisory Council Breakfast Photo,0,1,0,4
Leon Neal,0,1,2,4
Ryan Gosling,0,1,0,4
Olaf Scholz,1,0,0,4
Baptist,0,0,1,4
Jesus,0,1,2,4
Rev.,0,0,4,4
Georgetown University,1,1,1,4
The Satanic Temple,0,1,0,4
UC Davis,1,1,0,4
Golan Heights,0,1,2,4
Nate Church,0,1,3,4
Fish and Wildlife Service,1,0,0,4
Sally Jewell,1,0,0,4
Navy SEAL,2,1,1,4
Midwest,0,4,0,4
Oman,2,0,2,4
Editor-in-Chief,0,1,3,4
Founder,0,0,4,4
executive editor,0,0,4,4
CBC,1,0,2,4
Richard Baris,1,0,0,4
Senior Editor,3,0,1,4
American administration,0,0,1,4
US administration,1,2,1,4
Russian military,0,0,3,4
three-month,2,0,1,4
9:00 a.m.,0,4,0,4
Red Sea,1,1,1,4
ICBM,2,0,0,4
"Arlington, Virginia",0,1,1,4
Lana Shadwick,0,1,2,4
Zimmer Biomet,1,2,0,4
Open Society Institute,0,0,2,4
Project Vote,0,2,0,4
United for Peace and Justice,0,2,0,4
Jennifer Holliday,2,0,0,4
Jan-19,1,2,1,4
National Economic Council,0,1,3,4
Pierre Trudeau,0,1,0,4
Liberals,0,2,0,4
David Duke,0,1,3,4
Ghostbusters,3,1,0,4
The Right Stuff,1,3,0,4
Office of Inspector General,1,1,0,4
Monterrey,0,0,3,4
Peter and Jane,0,1,0,4
priests,1,2,1,4
Sean Reyes,1,0,0,4
Tom Morello,0,0,1,4
Allah,2,0,1,4
Ashley Baskerville,0,2,1,4
Grain Association,0,2,0,4
Mike Allen,0,1,3,4
national security adviser,0,1,3,4
The Guardian,1,0,3,4
Knight,0,0,4,4
Sheryl Sandberg,0,1,3,4
Eric Garcetti,1,0,0,4
Mitchell Schwartz,1,0,0,4
Wolfgang Sobotka,0,0,2,4
Wells Fargo Bank,1,0,0,4
Senate Foreign Relations Committee,0,2,2,4
Education Secretary,0,3,1,4
Marty Daniel,0,0,2,4
Jul-13,0,0,2,4
Kevin Donegan,2,0,0,4
Senate Armed Services Committee,1,1,2,4
Alleged Backpage Pimp Found,0,1,0,4
Texas Department of Public Safety,1,0,0,4
FACEBOOK,1,0,1,4
University of Washington Talk,1,0,0,4
Sergio Flores,0,0,1,4
Covered California,0,1,0,4
U.S. Geological Survey,1,0,2,4
Greenpeace,1,1,0,4
Le Pen of France’s National Front,1,0,0,4
Executive Chairman,0,2,2,4
Jeremy Farrar,0,1,0,4
Guinea,2,1,0,4
Liberia,2,1,0,4
World Health Organization,2,0,2,4
Secretary nominee,0,2,2,4
Michelle Curth,0,0,1,4
FDIC,2,0,0,4
Nev Kemp,0,0,1,4
Christopher Geldart,1,0,0,4
Danny Danon,1,1,0,4
IndyMac,3,0,0,4
Senate Finance Committee,2,0,2,4
Gold,1,0,0,4
National Press Club,1,2,0,4
chief strategist,1,3,0,4
Truman,0,2,0,4
Romney,0,2,0,4
Houston Methodist Hospital,1,0,1,4
Prescott Bush,1,1,0,4
US senator,0,3,0,4
Kenneth Maxwell,0,0,1,4
Vito Maggiolo,1,0,1,4
Jonathan Easley,0,1,0,4
Scott Wong,0,1,0,4
John Lott,0,0,1,4
Covington and Burling,0,0,1,4
New Black Panther Party,1,0,0,4
United States Office of Personnel Management,0,0,1,4
KUALA LUMPUR,0,0,2,4
Organization of Islamic Cooperation,0,0,2,4
east Jerusalem,2,0,0,4
G20,0,1,3,4
Nigerian Air Force,1,0,2,4
Brian Stelter,3,0,1,4
Anti-Trump,0,1,0,4
@AriFleischer,0,0,1,4
Marjorie Dannenfelser,0,0,1,4
Bill Kristol,2,0,0,4
Lena [Dunham,0,0,1,4
Environmental Hazard REUTERS,1,0,0,4
American dream,0,2,2,4
attorneys general,2,0,2,4
Axe Files,0,1,0,4
Bo,0,2,0,4
Brad Sewell,1,0,0,4
Britain Israel Communications and Research Centre,0,1,0,4
Carlton Philadelphia,0,0,2,4
Carol Costello,0,1,0,4
Centros,1,1,2,4
Charles Riley,0,1,2,4
Chris Christie,0,1,0,4
Chris Isidore,0,2,2,4
Civil Protection Department,0,2,0,4
Clementa Pinckney,0,2,0,4
CNN Worldwide,0,0,1,4
commerce secretary,1,3,0,4
Consejo Nacional Electoral,0,0,1,4
Consumer Financial Protection Bureau,1,0,0,4
